"","hour","minute","seconds","quiet","soft_speech","loud_speech","soft_noise_speech","loud_noise_speech","soft_noise","loud_noise","warp_1","warp_2","warp_3","warp_4","warp_5","warp_6","warp_7","warp_8","warp_9","warp_10","warp_11","warp_12","warp_13","warp_14","warp_15","warp_16","warp_17","as_mix_bassZeroOrOne_1","as_mix_bassZeroOrOne_2","as_zoom_amount_1","as_zoom_amount_2","as_mie_factor","speech_detector_probability","speech_detector_states_1","speech_detector_states_2","speech_detector_states_3","rear_speech_detector_probability","noise_detector_probability","broadband power","pnr_env_state_1","pnr_env_state_2","pnr_env_state_3","pnr_env_state_4","pnr_env_state_5","pnr_env_state_6","pnr_env_state_7","pnr_env_state_8","pnr_env_state_9","pnr_env_state_10","pnr_env_state_11","pnr_env_state_12","pnr_env_state_13","pnr_env_state_14","pnr_env_state_15","pnr_env_state_16","pnr_env_state_17","pnr_amb_state_1","pnr_amb_state_2","pnr_amb_state_3","pnr_amb_state_4","pnr_amb_state_5","pnr_amb_state_6","pnr_amb_state_7","pnr_amb_state_8","pnr_amb_state_9","pnr_amb_state_10","pnr_amb_state_11","pnr_amb_state_12","pnr_amb_state_13","pnr_amb_state_14","pnr_amb_state_15","pnr_amb_state_16","pnr_amb_state_17","class","mean_env","mean_amb"
"11",12,23,48,0,0,0,0.04211,0.04211,0.40726,0.59271,60.63281,68.85938,65.71875,56.74219,49.92188,42.35156,41.60156,43.89844,38.41406,39.35156,42.89063,42.60938,41.48438,39.58594,39.1875,40.10156,36.39844,0.9999998808,0,0,0.9999998808,0.9466230869,0.0531,0,0.05493,0.05493,0.15701,0.99997,80.34375,65.78061,68.80289,63.31294,57.79271,51.69491,45.551,37.7088,36.18414,39.30536,38.71021,36.96242,37.80878,37.4157,36.41176,35.61841,31.89639,33.71947,43.65586,43.23922,33.68028,29.26935,26.44359,24.89612,23.90013,23.49476,23.33708,23.49851,23.59374,24.27941,24.84487,24.69167,25.60173,25.57236,21.38794,1,44.3927352941176,27.3756835294118
"12",12,23,49,0,0,0,0.04456,0.04456,0.38583,0.61414,82.35938,83.55469,75.23438,66.98438,71.625,70.875,66.86719,67.35938,64.3125,58.45313,53.15625,55.73438,54.25781,47.90625,44.27344,39.60938,36.96094,0.9999998808,0,0,0.9999998808,0.6037056446,0.04059,3e-05,0.08487,0.04013,0.22015,0.99997,81.70313,77.67742,81.86661,76.90903,70.15218,67.62638,61.27626,58.29384,65.44537,66.51494,60.16156,53.83963,52.55898,50.42715,43.55589,39.11951,39.32074,33.08169,50.92,51.01964,43.37462,39.57441,36.51655,33.9854,32.29482,32.07348,31.53225,30.58778,30.32421,31.04956,31.22582,32.06534,33.83178,33.41199,28.02601,1,58.6957164705882,35.4008035294118
"13",12,23,50,0,0,0,0,0,0.43741,0.56256,86.97656,90.77344,86.76563,79.21875,72.28125,66.51563,57.60938,54.49219,54.32813,57.63281,64.26563,64.03125,60.35156,50.88281,44.48438,45.9375,53.64844,0.9999998808,0,0,0.9999998808,0.2899725437,0,0,0.00998,0,0.10281,0.99997,78.60938,79.24226,85.22026,85.14044,83.22615,75.29618,64.5298,60.84431,62.24475,63.87952,65.90265,64.6892,64.58193,61.13268,53.40506,47.5663,42.36397,47.15678,59.7327,63.88086,53.19387,48.75998,45.62634,42.09894,40.07793,40.17633,39.78776,39.19693,38.53277,39.4131,42.65192,41.21359,41.19397,40.67878,34.59916,1,65.0836611764706,44.1655841176471
"14",12,23,52,0,0,0,0,0,0.34061,0.65936,78.35156,77.8125,74.64844,79.05469,71.41406,63.72656,67.38281,65.48438,65.8125,60.1875,58.24219,56.83594,52.35938,46.03125,44.20313,43.21875,39.53906,0.9988583326,0.0011414289,0,0.9999998808,0,0,0,0,0,0.24527,0.99997,83.67188,78.16643,83.31775,81.96471,77.50534,74.44908,69.45719,65.01408,66.00699,64.11179,60.10535,60.56891,62.63141,62.60822,58.4616,58.76379,57.29083,47.09691,67.64219,73.26269,67.47679,65.96116,64.60717,59.15203,56.63944,58.56152,57.92267,56.18083,54.81303,55.15891,53.01442,47.70213,46.9965,45.92087,39.54451,1,66.3247282352941,57.09158
"15",12,23,53,0,0,0,0,0,0.39734,0.60263,88.125,95.20313,90.02344,82.03125,80.64844,75,64.875,65.74219,66.72656,62.69531,60.53906,60.70313,58.94531,53.32031,50.39063,45.86719,36.16406,0.8294371367,0.1705626249,0,0.9999998808,0,0,0,0,0,0.11633,0.99997,81.07031,88.70751,91.20165,85.06068,78.74299,74.65922,69.61681,65.06577,65.85539,64.30827,59.63859,57.56758,57.16492,54.0851,47.00374,44.93043,44.95697,37.90781,68.94771,75.48648,76.31754,76.48191,72.73765,67.43022,64.43312,64.76617,63.43954,59.60299,57.45129,57.46818,54.27176,47.55598,46.67815,45.70079,39.72707,1,63.9102017647059,61.0880323529412
"16",12,23,54,0,0,0,0.0499,0.0499,0.37512,0.62485,92.69531,95.60156,91.19531,83.08594,74.08594,64.75781,64.75781,62.76563,60.98438,57.51563,49.96875,49.92188,46.24219,47.0625,48.35156,44.64844,41.32031,0.5144276619,0.4855720997,0,0.9999998808,0,0.04745,0,0.06418,0.04715,0.17603,0.99997,81.82031,81.36582,86.12766,83.54091,77.81103,73.22012,67.45892,64.88989,63.95483,62.19862,59.05323,57.62336,59.62627,62.34758,60.92525,65.66638,62.07234,59.12375,72.13237,77.86368,78.84289,76.65608,72.19545,67.59752,65.17799,64.68182,62.83923,59.65969,58.41094,58.25418,54.8912,49.68849,48.56223,47.4905,41.32576,1,67.4709388235294,62.1335305882353
"17",12,23,55,0,0,0,0.27521,0.27521,0.30212,0.69785,92.01563,93.39844,86.90625,79.42969,75,71.85938,66.02344,63.79688,62.10938,63.16406,68.17969,66.96094,60.91406,49.24219,50.97656,48.63281,31.6875,0.1956700087,0.8043297529,0.0003131628,0.9996865988,0,0.27231,0,0.28894,0.27185,0.15604,0.99997,86.57813,88.64109,92.19803,87.07578,83.15358,78.64862,73.36641,67.3689,66.62874,66.02726,64.26137,63.04101,60.38459,57.51596,49.34115,46.91968,48.25016,41.75283,77.46213,83.61019,84.5244,78.731,73.36585,68.68071,66.23403,65.01635,63.17147,60.60828,59.43419,59.01149,55.89102,49.90993,48.01104,47.52344,41.94924,1,66.7397152941176,63.7138094117647
"18",12,23,57,0,0,0,0.14795,0.14795,0.39377,0.6062,72.375,72.02344,75.79688,82.52344,80.88281,75.72656,70.57031,66.02344,61.54688,56.67188,50.88281,51.77344,50.67188,43.6875,48.39844,52.92188,43.5,0,0.9999998808,0.0007715225,0.9992282391,0,0.1449,0,0.2124,0.14429,0.02847,0.99997,80.57813,69.23848,74.45255,75.2192,78.02296,75.72354,68.95346,67.88044,64.53633,62.8725,60.44771,58.76316,56.93748,54.35807,47.73308,47.25185,46.90932,39.64378,69.65191,75.58875,75.99304,76.01238,73.50169,70.07833,67.21337,64.9423,62.62188,59.83141,58.19037,57.01429,54.15095,48.37263,47.71366,46.79467,40.82668,1,61.7025829411765,61.6763711764706
"19",12,23,58,0,0,0,0.01733,0.01733,0.46518,0.53479,64.26563,73.00781,76.94531,77.13281,71.10938,63.91406,61.57031,58.19531,57.91406,55.33594,50.17969,48.63281,48,38.90625,43.94531,38.53125,36.32813,0,0.9999998808,0.0007680655,0.9992316961,0,0.01443,0,0.13422,0.01398,0,0.99997,76.47656,65.73507,72.58619,74.02216,74.23065,72.01121,69.31318,66.84931,63.94578,61.86952,58.06177,56.04388,54.9529,52.11818,44.82966,45.14812,42.85297,35.61022,66.08443,73.09357,74.72016,75.01341,72.80086,70.142,67.40283,64.55577,61.50881,58.43553,56.63801,55.50372,52.73874,46.94958,45.93737,44.82248,38.30898,1,59.4223982352941,60.2738970588235
"20",12,23,59,0,0,0,0.3335,0.3335,0.39655,0.60342,80.01563,87.02344,84.30469,77.29688,72.07031,68.41406,66.21094,61.61719,57.23438,54.04688,51.25781,48.49219,48.42188,46.64063,48.63281,48.58594,48.51563,0,0.9999998808,0.0008040667,0.9991956949,0,0.33136,3e-05,0.33322,0.33121,0.14304,0.99997,80.46094,79.32198,84.26361,82.50691,75.75572,71.99668,67.41495,66.23476,63.62352,62.52387,63.65345,66.78581,70.66105,72.36122,75.75324,77.6515,76.43499,70.33854,69.18066,75.78493,77.26759,76.67203,72.82021,68.70408,65.97904,64.36795,62.36876,59.10412,58.02915,57.21083,54.60318,49.75047,48.33214,47.33588,40.56918,1,72.1930470588235,61.6517764705882
"21",12,24,0,0,0,0,0.41559,0.49612,0.41559,0.50385,77.25,82.125,80.17969,78.23438,77.41406,76.73438,74.50781,73.94531,69.60938,59.88281,65.625,62.83594,58.66406,54.32813,50.0625,48.09375,40.59375,0,0.9999998808,0.00207901,0.9979207516,0,0.50711,0,0.50833,0.50833,0.19839,0.99997,79.85156,83.46984,89.90133,87.81454,81.28445,78.95316,77.25244,75.59904,79.76225,78.75323,70.47096,67.70028,66.76214,60.73134,55.42312,52.25346,47.92071,38.38223,68.56977,74.87965,76.41865,75.96418,72.65028,68.39154,66.18052,64.66692,62.01191,58.61714,57.02017,55.65182,53.11586,48.25911,47.20978,45.54375,38.16805,1,70.1432070588235,60.7834764705882
"22",12,24,2,0,0,0,0.38147,0.58362,0.38147,0.41635,88.54688,94.05469,91.21875,86.41406,76.66406,68.20313,65.92969,61.57031,59.17969,55.3125,60.1875,61.07813,58.92188,50.13281,46.33594,45.39844,44.97656,0,0.9999998808,0.005491972,0.9945077896,0,0.57919,0,0.61176,0.57813,0.18506,0.99997,82.05469,88.84561,91.49811,85.57382,77.23469,72.5721,69.51087,65.64177,63.96235,61.12017,58.29653,56.67993,56.61308,52.32395,45.8253,44.241,44.64532,38.0756,72.67635,78.06763,78.18759,76.15624,72.16764,68.47421,65.57488,63.76975,61.40564,58.4428,57.76157,57.44607,54.6208,49.14516,48.40933,47.58002,40.55884,1,63.0976588235294,61.7908541176471
"23",12,24,3,0,0,0,0.41956,0.46338,0.41956,0.53659,85.19531,89.08594,86.01563,78.23438,61.17188,56.32031,57.96094,61.52344,63.46875,62.25,62.25,57.5625,45.67969,46.42969,52.6875,52.33594,36.70313,0,0.9999998808,0.0094909668,0.9905087948,0,0.46048,0,0.54089,0.46002,0.2355,0.99997,79.54688,80.46391,86.50499,84.93692,79.59461,73.88246,69.93976,68.08002,65.95846,61.02283,57.71517,57.18482,55.72543,53.0268,48.87583,50.34414,48.9117,40.80014,71.32979,77.03551,77.16741,75.76537,72.45726,68.33542,65.06403,62.93583,60.19361,57.78166,57.64197,56.775,53.75316,48.63419,48.31614,47.09794,40.4509,1,63.7039994117647,61.2197170588235
