"","hour","minute","seconds","quiet","soft_speech","loud_speech","soft_noise_speech","loud_noise_speech","soft_noise","loud_noise","warp_1","warp_2","warp_3","warp_4","warp_5","warp_6","warp_7","warp_8","warp_9","warp_10","warp_11","warp_12","warp_13","warp_14","warp_15","warp_16","warp_17","as_mix_bassZeroOrOne_1","as_mix_bassZeroOrOne_2","as_zoom_amount_1","as_zoom_amount_2","as_mie_factor","speech_detector_probability","speech_detector_states_1","speech_detector_states_2","speech_detector_states_3","rear_speech_detector_probability","noise_detector_probability","broadband power","pnr_env_state_1","pnr_env_state_2","pnr_env_state_3","pnr_env_state_4","pnr_env_state_5","pnr_env_state_6","pnr_env_state_7","pnr_env_state_8","pnr_env_state_9","pnr_env_state_10","pnr_env_state_11","pnr_env_state_12","pnr_env_state_13","pnr_env_state_14","pnr_env_state_15","pnr_env_state_16","pnr_env_state_17","pnr_amb_state_1","pnr_amb_state_2","pnr_amb_state_3","pnr_amb_state_4","pnr_amb_state_5","pnr_amb_state_6","pnr_amb_state_7","pnr_amb_state_8","pnr_amb_state_9","pnr_amb_state_10","pnr_amb_state_11","pnr_amb_state_12","pnr_amb_state_13","pnr_amb_state_14","pnr_amb_state_15","pnr_amb_state_16","pnr_amb_state_17","class","mean_env","mean_amb"
"11",12,23,45,0,0,0,0,0,0.38187,0.6181,40.59375,39.32813,26.85938,21.98438,10.57031,18.75,24.28125,22.5,24.04688,24.77344,22.47656,22.89844,19.05469,21.96094,25.00781,26.97656,23.50781,0.9999998808,0,0,0.9999998808,0.9999998808,0,0,0,0,0.04779,0.99997,81.75,42.93047,42.19308,33.426,29.40088,29.10606,37.51207,35.86511,33.52054,35.31163,36.74903,36.38894,37.4833,37.86262,34.3802,37.57524,42.18953,37.58672,42.93247,42.20341,32.67073,28.5641,26.09948,24.64593,23.52874,23.33438,23.15494,23.06792,23.44432,24.01941,24.91534,24.61675,25.43937,25.85402,22.30599,1,36.4400835294118,27.1057235294118
"12",12,23,46,0,0,0,0,0,0.3652,0.63477,43.66406,43.26563,34.66406,34.125,30.16406,27.63281,18.21094,22.17188,30.82031,32.53125,25.07813,32.90625,37.42969,40.40625,41.64844,44.90625,39.46875,0.9999998808,0,0,0.9999998808,0.9999998808,0,0,0,0,0.06268,0.99997,82.38281,42.92008,42.20976,33.37265,34.05707,32.33928,31.11559,29.16993,30.66392,32.5186,34.4622,34.47774,34.90995,33.20826,33.83497,33.27695,36.1957,33.88563,42.89712,42.17744,32.79828,28.95322,26.00319,24.54412,23.60135,23.57765,23.24717,23.32122,23.68247,24.05471,24.85912,24.65027,25.56547,25.90865,22.11112,1,34.2716635294118,27.1736805882353
"13",12,23,47,0,0,0,0,0,0.41678,0.58319,43.125,42.67969,34.73438,33.02344,29.83594,32.8125,28.64063,25.75781,35.27344,36.75,30.51563,35.95313,37.64063,39.28125,39.91406,41.32031,40.96875,0.9999998808,0,0,0.9999998808,0.9999998808,0,0,0,0,0.07138,0.99997,79.92188,42.97935,42.21602,32.94444,33.13503,29.06359,27.19072,26.5368,26.00992,26.26927,28.65244,27.65291,31.37711,33.03359,32.69975,32.75011,32.54979,31.53031,42.91633,42.17167,32.65739,28.81948,25.9296,24.62764,23.59292,23.32253,23.14724,23.18305,23.78449,24.22857,25.09299,25.02523,25.7471,26.01603,22.00204,1,31.5641852941176,27.1920176470588
"14",12,23,49,0,0,0,0.08804,0.08804,0.37592,0.62405,65.8125,69.89063,71.15625,70.64063,64.54688,58.125,53.8125,58.92188,55.52344,52.14844,51.14063,52.80469,50.46094,45.65625,43.38281,41.08594,40.78125,0.9999998808,0,0,0.9999998808,0.7123793364,0.08362,0,0.11041,0.0827,0,0.99997,82.05469,72.16932,77.01597,74.37076,68.70873,64.34568,60.95034,54.22436,52.34789,51.95084,50.59737,54.66807,56.54348,53.47337,43.94184,42.40217,41.74335,30.19793,48.07198,48.19568,40.81265,37.70344,34.46658,32.1927,30.73965,30.44399,29.84552,29.1654,29.55208,30.09905,30.53223,30.36972,30.98272,30.69381,25.85451,1,55.8618511764706,33.5130417647059
"15",12,23,50,0,0,0,0,0,0.43146,0.56851,58.07813,67.03125,74.08594,70.05469,64.73438,59.78906,54.75,60.35156,57.89063,52.78125,57.02344,58.40625,55.73438,47.67188,47.13281,45.44531,39.63281,0.9999998808,0,0,0.9999998808,0.3821340799,0,0,0.03223,0,0,0.99997,78.39844,63.31969,69.51534,70.07545,67.04943,62.4256,56.82952,55.21483,61.66037,62.37119,59.22667,53.92064,52.46353,49.13773,45.41029,42.50343,42.76671,37.81271,56.71355,57.75709,49.48904,46.6205,43.45911,40.70716,38.76795,38.45932,37.6678,36.44634,36.68791,37.26985,38.06949,41.25143,39.77164,38.87854,33.42194,1,55.9825370588235,41.8493329411765
"16",12,23,51,0,0,0,0,0,0.34378,0.65619,77.27344,75.49219,69.5625,80.85938,78.49219,67.66406,67.57031,68.76563,66.39844,57.70313,64.52344,70.24219,66.58594,60.23438,68.25,68.50781,69.79688,0.9999998808,0,0,0.9999998808,0.0699371099,0,0,0,0,0.04471,0.99997,83.4375,73.3751,78.46749,76.83151,76.99126,73.79037,68.80296,65.20709,65.18072,62.96993,59.66833,59.912,61.97193,62.11163,64.58137,71.11218,71.83176,60.05612,64.57612,67.23381,60.6018,58.67486,56.61241,53.1937,52.09068,51.24747,50.00151,49.42413,49.85004,49.85155,53.85295,48.38577,45.78785,44.9184,39.18714,1,67.8153970588235,52.6758935294118
"17",12,23,53,0,0,0,0,0,0.41479,0.58517,80.83594,89.10938,85.5,81.1875,77.55469,79.42969,77.29688,69.98438,66.14063,62.57813,66.70313,73.66406,72.49219,63.42188,53.39063,46.82813,35.69531,0.9999998808,0,0.0957136154,0.9042861462,0,0,0,0,0,0,0.99997,79.85156,84.27552,90.72589,88.00251,84.52699,82.20135,74.68219,75.83444,80.54777,78.99275,73.65825,73.95593,76.57911,73.00021,63.38447,52.19757,49.89878,41.48665,67.96998,74.38731,75.34809,75.87408,72.80902,67.37345,64.76076,64.88683,64.03931,61.47683,60.4908,60.7922,57.97666,49.53465,46.98899,46.46688,41.34196,1,73.1735517647059,61.9128117647059
"18",12,23,54,0,0,0,0.06866,0.06866,0.3894,0.61057,77.0625,81.96094,80.92969,74.48438,69.49219,70.875,68.74219,65.625,65.95313,65.32031,61.82813,60.98438,59.97656,55.17188,49.61719,45.91406,49.33594,0.9999998808,0,0.3874630928,0.6125366688,0,0.06577,0,0.07468,0.06546,0.05447,0.99997,80.74219,75.47591,81.66414,80.46913,77.93516,72.33072,67.00816,61.72789,63.4962,61.33045,59.54909,59.67891,62.05412,58.05018,52.39418,53.86686,54.55851,49.03933,71.58542,77.7694,78.24284,76.75796,72.56923,67.28017,63.60281,62.78094,62.56184,60.37444,60.24282,61.23279,58.32066,51.06358,48.78803,47.88825,42.34514,1,64.1546435294118,62.5533129411765
"19",12,23,55,0,0,0,0.2934,0.2934,0.34259,0.65738,90.39844,92.71875,86.39063,78.02344,73.64063,68.27344,69.9375,66.11719,61.45313,62.17969,65.97656,63.65625,49.96875,49.21875,41.74219,45.375,35.8125,0.9999998808,0,0.713812232,0.2861875296,0,0.29111,0,0.30008,0.2908,0.02753,0.99997,84.02344,89.31475,92.43594,86.05449,78.19218,72.81608,67.39674,67.70627,67.50112,63.22762,60.15215,61.33795,61.98881,58.75755,53.70156,49.95301,47.6311,43.15125,77.20937,82.98069,82.47856,77.52301,72.86652,67.91973,64.19392,62.72052,62.12199,60.46474,61.10865,62.05106,59.2232,53.22307,50.42221,48.76756,43.61767,1,65.9599158823529,64.0524982352941
"20",12,23,56,0,0,0,0.17194,0.17194,0.39893,0.60104,73.80469,77.74219,73.875,69.35156,67.14844,64.05469,65.85938,65.64844,65.32031,60.98438,54.375,57.5625,54.5625,47.34375,46.00781,43.24219,45.96094,0.9999998808,0,0.9999998808,0,0,0.16888,0,0.22629,0.16782,0,0.99997,80.15625,67.73793,74.06399,74.64043,74.33261,72.60036,71.93769,74.85381,75.45251,70.21847,62.47887,60.54272,61.59631,57.25953,54.18743,54.41114,50.12258,44.08658,69.97996,75.98395,75.76657,74.74245,72.33901,68.33602,65.20986,64.97234,63.25054,60.08752,59.80995,60.50563,57.75219,52.22832,49.56248,47.09179,41.40848,1,64.7366447058824,62.2957094117647
"21",12,23,58,0,0,0,0.04224,0.04224,0.43106,0.56891,53.92969,64.125,68.60156,64.71094,65.67188,67.14844,64.42969,65.15625,63.65625,61.03125,60.21094,59.46094,57.5625,51.51563,50.46094,51,39.9375,0.9999998808,0,0.9999998808,0,0,0.03812,0,0.14774,0.0369,0,0.99997,78.44531,66.27426,73.82273,75.98145,75.77468,75.14521,70.15701,64.82914,63.27838,62.25523,59.19426,59.37506,58.98595,57.02234,51.70101,50.19777,46.50935,38.97575,67.13106,74.34145,76.23068,76.16452,73.17924,68.71073,65.11002,63.75404,62.20525,60.08479,59.30031,59.42787,56.86186,51.62014,49.32858,46.53277,40.09892,1,61.7340929411765,61.7695429411765
"22",12,23,59,0,0,0,0.16019,0.16019,0.40884,0.59113,84.16406,91.35938,91.82813,90.5625,84.07031,72.63281,66.79688,62.55469,68.74219,72.65625,69.84375,70.61719,70.14844,61.03125,56.83594,50.8125,42.28125,0.9999998808,0,0.9999998808,0,0,0.17606,0,0.1785,0.1785,0.0293,0.99997,80.34375,81.61821,87.39955,87.36972,84.59449,76.97742,68.27837,62.73694,62.98781,58.66841,56.1699,56.41987,55.64985,55.7839,54.3347,52.1296,49.03747,41.45674,69.21331,75.75094,77.43833,76.64055,72.78575,67.72975,63.90967,62.57091,61.00739,58.73443,58.74235,58.99303,57.07611,53.14269,50.53966,47.54374,41.06252,1,64.2125264705882,61.9341841176471
"23",12,24,0,0,0,0,0.30347,0.30347,0.43066,0.56931,84.53906,89.57813,84.07031,69.51563,59.83594,64.19531,67.57031,64.6875,61.54688,57.30469,51.25781,51.53906,56.17969,48.04688,43.40625,45.89063,36.60938,0.9999998808,0,0.9999998808,0,0,0.30133,0,0.32428,0.32428,0.04587,0.99997,78.86719,82.15897,86.62186,83.86597,80.12838,75.47386,70.75013,65.57621,63.45274,63.53383,64.53498,65.04957,67.05812,67.35658,63.11384,65.84131,63.35974,52.61918,68.00092,74.12586,75.50163,74.81301,71.67285,67.5509,63.82273,61.31695,58.66885,55.87736,55.56371,56.00814,54.52025,50.65136,47.68659,44.662,38.01449,1,69.4408982352941,59.9092705882353
"24",12,24,1,0,0,0,0.38901,0.61096,0.34698,0.34698,82.73438,87.09375,84.04688,77.27344,67.38281,61.71094,59.83594,61.17188,59.41406,55.3125,54.46875,55.10156,52.10156,51.46875,52.66406,49.64063,46.45313,0.9999998808,0,0.9999998808,0,0,0.65039,0,0.65335,0.64993,0.14014,0.99997,81.42188,89.39396,92.22002,87.49035,78.69111,71.93849,68.43516,65.44057,64.27612,61.10027,59.13284,54.43227,53.89943,53.33323,51.94617,49.23591,50.01018,42.30845,73.03402,78.60073,78.71014,76.85904,72.28193,68.39086,65.42474,63.98565,61.64648,58.42088,57.69914,58.25617,56.49119,52.68828,50.98655,49.18065,43.19864,1,64.3108547058823,62.6973582352941
